n,t_seconds,measured_value
7529,0.7529,4.99
7530,0.753,4.989
7531,0.7531,5.023
7532,0.7532,5.0142
7533,0.7533,4.9806
7534,0.7534,5.0112
7535,0.7535,5.003
7536,0.7536,4.9945
7537,0.7537,5.0064
7538,0.7538,5.011
7539,0.7539,4.9919
7540,0.754,4.996
7541,0.7541,5.0022
7542,0.7542,4.9861
7543,0.7543,5.0025
7544,0.7544,4.9988
7545,0.7545,4.9904
7546,0.7546,4.9881
7547,0.7547,5.0042
7548,0.7548,5.0122
7549,0.7549,5.0046
7550,0.755,4.9879
7551,0.7551,5.0105
7552,0.7552,5.0023
7553,0.7553,5.0083
7554,0.7554,5.0163
7555,0.7555,4.9873
7556,0.7556,4.998
7557,0.7557,4.9916
7558,0.7558,4.9877
7559,0.7559,5.0281
7560,0.756,5.0131
7561,0.7561,4.9752
7562,0.7562,5.0059
7563,0.7563,4.9922
7564,0.7564,5.0161
7565,0.7565,5.0011
7566,0.7566,4.9975
7567,0.7567,5.002
7568,0.7568,5.0054
7569,0.7569,5.0004
7570,0.757,4.9969
7571,0.7571,4.998
7572,0.7572,5.0071
7573,0.7573,4.9841
7574,0.7574,4.9999
7575,0.7575,4.9983
7576,0.7576,4.9932
7577,0.7577,5.0103
7578,0.7578,4.9819
7579,0.7579,4.9949
7580,0.758,4.988
7581,0.7581,5.0076
7582,0.7582,4.9934
7583,0.7583,5.0007
7584,0.7584,5.0054
7585,0.7585,4.9776
7586,0.7586,5.0063
7587,0.7587,4.9895
7588,0.7588,4.9964
7589,0.7589,4.9984
7590,0.759,5.0113
7591,0.7591,5.0103
7592,0.7592,5.0247
7593,0.7593,5.0025
7594,0.7594,4.9933
7595,0.7595,4.9929
7596,0.7596,5.0092
7597,0.7597,5.0224
7598,0.7598,5.0048
7599,0.7599,4.9919
7600,0.76,5.0038
7601,0.7601,5.0036
7602,0.7602,5.0005
7603,0.7603,4.9896
7604,0.7604,4.9644
7605,0.7605,4.9925
7606,0.7606,5.0147
7607,0.7607,5.003
7608,0.7608,4.9691
7609,0.7609,5.0001
7610,0.761,4.9741
7611,0.7611,5.0279
7612,0.7612,5.0027
7613,0.7613,4.9831
7614,0.7614,5.0112
7615,0.7615,4.989
7616,0.7616,5.0079
7617,0.7617,5.0003
7618,0.7618,4.9835
7619,0.7619,5.0093
7620,0.762,4.9812
7621,0.7621,5.0188
7622,0.7622,5.0008
7623,0.7623,4.9856
7624,0.7624,4.9746
7625,0.7625,5.0226
7626,0.7626,5.0203
7627,0.7627,4.9824
7628,0.7628,5.0231
7629,0.7629,5.0023
7630,0.763,4.9969
7631,0.7631,4.9988
7632,0.7632,4.9962
7633,0.7633,5.02
7634,0.7634,5.0021
7635,0.7635,4.9742
7636,0.7636,5.0293
7637,0.7637,5.0124
7638,0.7638,4.9847
7639,0.7639,4.995
7640,0.764,4.9873
7641,0.7641,5.0007
7642,0.7642,5.0055
7643,0.7643,5.0033
7644,0.7644,4.9916
7645,0.7645,4.9888
7646,0.7646,5.0119
7647,0.7647,4.9986
7648,0.7648,5.0315
7649,0.7649,4.9887
7650,0.765,5.011
7651,0.7651,5.0007
7652,0.7652,4.9894
7653,0.7653,5.0191
7654,0.7654,5.0017
7655,0.7655,4.9875
7656,0.7656,4.9955
7657,0.7657,5.0143
7658,0.7658,4.9828
7659,0.7659,5.0193
7660,0.766,5.0096
7661,0.7661,4.9961
7662,0.7662,5.019
7663,0.7663,5.0245
7664,0.7664,5.0084
7665,0.7665,5.0024
7666,0.7666,5.0259
7667,0.7667,5.021
7668,0.7668,4.987
7669,0.7669,4.9971
7670,0.767,4.997
7671,0.7671,4.9942
7672,0.7672,4.979
7673,0.7673,5.0127
7674,0.7674,5.0012
7675,0.7675,5.0014
7676,0.7676,5.0198
7677,0.7677,4.9921
7678,0.7678,4.9992
7679,0.7679,5.0038
7680,0.768,4.9939
7681,0.7681,4.9984
7682,0.7682,5.0108
7683,0.7683,4.9999
7684,0.7684,5.0187
7685,0.7685,4.9894
7686,0.7686,5.0028
7687,0.7687,4.9799
7688,0.7688,4.9983
7689,0.7689,4.9901
7690,0.769,5.0192
7691,0.7691,5.0105
7692,0.7692,5.0072
7693,0.7693,5.026
7694,0.7694,5.0203
7695,0.7695,5.0101
7696,0.7696,4.9903
7697,0.7697,4.9796
7698,0.7698,4.9996
7699,0.7699,4.995
7700,0.77,4.9909
7701,0.7701,4.9959
7702,0.7702,4.9766
7703,0.7703,5.021
7704,0.7704,4.9839
7705,0.7705,4.9905
7706,0.7706,5.008
7707,0.7707,4.977
7708,0.7708,5.013
7709,0.7709,5.0133
7710,0.771,4.9956
7711,0.7711,4.9848
7712,0.7712,4.9933
7713,0.7713,4.9738
7714,0.7714,5.0196
7715,0.7715,5.0008
7716,0.7716,4.9896
7717,0.7717,4.9872
7718,0.7718,5.0081
7719,0.7719,5.0213
7720,0.772,4.982
7721,0.7721,4.9919
7722,0.7722,4.9751
7723,0.7723,5.0096
7724,0.7724,5.0022
7725,0.7725,5.032
7726,0.7726,4.9983
7727,0.7727,4.9938
7728,0.7728,4.9899
7729,0.7729,5.0121
7730,0.773,4.9769
7731,0.7731,5.0106
7732,0.7732,5.0035
7733,0.7733,4.9928
7734,0.7734,4.9872
7735,0.7735,5.015
7736,0.7736,5.0264
7737,0.7737,4.9937
7738,0.7738,5.0075
7739,0.7739,5.0248
7740,0.774,4.9912
7741,0.7741,4.9964
7742,0.7742,4.9827
7743,0.7743,4.9979
7744,0.7744,4.9988
7745,0.7745,4.994
7746,0.7746,4.9895
7747,0.7747,4.9775
7748,0.7748,4.9809
7749,0.7749,4.9861
7750,0.775,5.0091
7751,0.7751,4.9927
7752,0.7752,4.9879
7753,0.7753,5.0093
7754,0.7754,5.008
7755,0.7755,4.9892
7756,0.7756,4.9911
7757,0.7757,5.0094
7758,0.7758,5.0052
7759,0.7759,4.9881
7760,0.776,5.0034
7761,0.7761,4.9996
7762,0.7762,5.0159
7763,0.7763,4.9876
7764,0.7764,5.0126
7765,0.7765,5.0062
7766,0.7766,4.9856
7767,0.7767,5.0151
7768,0.7768,5.013
7769,0.7769,4.9812
7770,0.777,5.0283
7771,0.7771,4.9836
7772,0.7772,4.9869
7773,0.7773,4.9954
7774,0.7774,5.011
7775,0.7775,5.0083
7776,0.7776,4.9986
7777,0.7777,5.0196
7778,0.7778,5.0058
7779,0.7779,5.02
7780,0.778,5.0404
7781,0.7781,5.0028
7782,0.7782,4.9631
7783,0.7783,4.9935
7784,0.7784,4.9845
7785,0.7785,5.0013
7786,0.7786,5.0014
7787,0.7787,4.9824
7788,0.7788,4.9834
7789,0.7789,4.9962
7790,0.779,4.9972
7791,0.7791,4.9625
7792,0.7792,5.014
7793,0.7793,5.0004
7794,0.7794,4.9999
7795,0.7795,5.0043
7796,0.7796,4.9852
7797,0.7797,4.9993
7798,0.7798,5.015
7799,0.7799,5.0156
7800,0.78,5.0067
7801,0.7801,4.996
7802,0.7802,4.9881
7803,0.7803,5.0191
7804,0.7804,5.0076
7805,0.7805,4.9939
7806,0.7806,4.9685
7807,0.7807,4.9874
7808,0.7808,4.9719
7809,0.7809,5.0181
7810,0.781,5.0027
7811,0.7811,4.9891
7812,0.7812,4.996
7813,0.7813,5.0379
7814,0.7814,5.0177
7815,0.7815,4.9804
7816,0.7816,4.9981
7817,0.7817,4.982
7818,0.7818,4.9748
7819,0.7819,5.0025
7820,0.782,5.0354
7821,0.7821,5.0229
7822,0.7822,5.0006
7823,0.7823,4.9945
7824,0.7824,5.003
7825,0.7825,5.0152
7826,0.7826,4.9785
7827,0.7827,4.9725
7828,0.7828,5.0277
7829,0.7829,5.0041
7830,0.783,5.0236
7831,0.7831,5.0035
7832,0.7832,5.0218
7833,0.7833,4.991
7834,0.7834,5.0073
7835,0.7835,5.0229
7836,0.7836,5.0151
7837,0.7837,4.9932
7838,0.7838,5.0132
7839,0.7839,4.9902
7840,0.784,4.9789
7841,0.7841,5.0077
7842,0.7842,5.0207
7843,0.7843,5.0126
7844,0.7844,4.9814
7845,0.7845,5.0129
7846,0.7846,5.0101
7847,0.7847,4.9932
7848,0.7848,4.9631
7849,0.7849,5.0151
7850,0.785,5.0132
7851,0.7851,5.0074
7852,0.7852,4.9743
7853,0.7853,4.9779
7854,0.7854,5.015
7855,0.7855,5.0119
7856,0.7856,5.0074
7857,0.7857,4.9963
7858,0.7858,5.0059
7859,0.7859,4.9919
7860,0.786,4.9953
7861,0.7861,4.9871
7862,0.7862,5.0038
7863,0.7863,4.9938
7864,0.7864,5.0142
7865,0.7865,5.0107
7866,0.7866,4.9879
7867,0.7867,5.0274
7868,0.7868,4.9833
7869,0.7869,5.0067
7870,0.787,5.0162
7871,0.7871,5.0191
7872,0.7872,4.967
7873,0.7873,5.015
7874,0.7874,5.0182
7875,0.7875,5.0215
7876,0.7876,4.9667
7877,0.7877,4.9899
7878,0.7878,4.9985
7879,0.7879,4.9933
7880,0.788,5.0201
7881,0.7881,4.9898
7882,0.7882,5.0184
7883,0.7883,5.0084
7884,0.7884,4.9782
7885,0.7885,4.9851
7886,0.7886,4.993
7887,0.7887,5.0014
7888,0.7888,5.0149
7889,0.7889,4.9973
7890,0.789,5.0136
7891,0.7891,4.9764
7892,0.7892,4.9543
7893,0.7893,4.9949
7894,0.7894,5.0069
7895,0.7895,4.9946
7896,0.7896,4.9849
7897,0.7897,5.0063
7898,0.7898,5.029
7899,0.7899,4.9984
7900,0.79,4.9891
7901,0.7901,4.9873
7902,0.7902,5.0295
7903,0.7903,4.9994
7904,0.7904,5.0092
7905,0.7905,5.0183
7906,0.7906,5.0162
7907,0.7907,4.9862
7908,0.7908,5.0143
7909,0.7909,5.0127
7910,0.791,5.0073
7911,0.7911,5.0151
7912,0.7912,4.9916
7913,0.7913,4.9989
7914,0.7914,4.9921
7915,0.7915,5.0114
7916,0.7916,4.9902
7917,0.7917,5.0059
7918,0.7918,4.9836
7919,0.7919,4.9982
7920,0.792,4.9946
7921,0.7921,4.9983
7922,0.7922,5.002
7923,0.7923,4.9972
7924,0.7924,4.9967
7925,0.7925,4.9689
7926,0.7926,5.0166
7927,0.7927,4.9907
7928,0.7928,4.9963
7929,0.7929,4.9876
7930,0.793,5.015
7931,0.7931,4.9864
7932,0.7932,5.0076
7933,0.7933,5.0177
7934,0.7934,5.0247
7935,0.7935,5.0178
7936,0.7936,5.0093
7937,0.7937,4.982
7938,0.7938,5.0194
7939,0.7939,5.0178
7940,0.794,5.0126
7941,0.7941,5.0121
7942,0.7942,5.0012
7943,0.7943,4.9923
7944,0.7944,5.0163
7945,0.7945,5.0191
7946,0.7946,4.9845
7947,0.7947,5.0138
7948,0.7948,5.0038
7949,0.7949,5.0134
7950,0.795,5.0042
7951,0.7951,5.0168
7952,0.7952,5.0155
7953,0.7953,5.0134
7954,0.7954,4.9795
7955,0.7955,5.0125
7956,0.7956,5.0009
7957,0.7957,4.9834
7958,0.7958,5.0108
7959,0.7959,4.9798
7960,0.796,5.0136
7961,0.7961,5.0255
7962,0.7962,4.9927
7963,0.7963,5.014
7964,0.7964,5.007
7965,0.7965,5.01
7966,0.7966,4.9801
7967,0.7967,5.0094
7968,0.7968,5.0023
7969,0.7969,5.0113
7970,0.797,5.0004
7971,0.7971,5.0166
7972,0.7972,5.0044
7973,0.7973,5.0105
7974,0.7974,5.0207
7975,0.7975,5.0031
7976,0.7976,5.0152
7977,0.7977,5.0038
7978,0.7978,5.0081
7979,0.7979,4.9926
7980,0.798,5.0119
7981,0.7981,5.0186
7982,0.7982,4.9992
7983,0.7983,5.0122
7984,0.7984,5.0068
7985,0.7985,4.984
7986,0.7986,5.0057
7987,0.7987,5.02
7988,0.7988,4.9933
7989,0.7989,4.9741
7990,0.799,5.0035
7991,0.7991,4.991
7992,0.7992,5.0286
7993,0.7993,4.9999
7994,0.7994,5.0004
7995,0.7995,4.9912
7996,0.7996,5.0042
7997,0.7997,4.9922
7998,0.7998,4.9872
7999,0.7999,4.9996
8000,0.8,4.9885
8001,0.8001,5.02
8002,0.8002,4.9833
8003,0.8003,4.9994
8004,0.8004,4.9904
8005,0.8005,4.9802
8006,0.8006,5.025
8007,0.8007,4.9695
8008,0.8008,5.0219
8009,0.8009,4.9797
8010,0.801,5.0019
8011,0.8011,5.0339
8012,0.8012,4.9692
8013,0.8013,4.9803
8014,0.8014,5.0198
8015,0.8015,5.0031
8016,0.8016,4.9925
8017,0.8017,5.0001
8018,0.8018,4.9863
8019,0.8019,5.0023
8020,0.802,5.0225
8021,0.8021,4.9949
8022,0.8022,5.0026
8023,0.8023,5.0182
8024,0.8024,5.0298
8025,0.8025,4.9919
8026,0.8026,5.005
8027,0.8027,4.9923
8028,0.8028,4.9911
8029,0.8029,4.9946
8030,0.803,4.9912
8031,0.8031,4.9751
8032,0.8032,4.9713
8033,0.8033,4.9898
8034,0.8034,5.0025
8035,0.8035,5.0184
8036,0.8036,4.9927
8037,0.8037,4.9981
8038,0.8038,5.0102
8039,0.8039,5.0114
8040,0.804,4.9988
8041,0.8041,4.9997
8042,0.8042,5.0281
8043,0.8043,4.9956
8044,0.8044,4.9933
8045,0.8045,4.9766
8046,0.8046,5.0069
8047,0.8047,4.9967
8048,0.8048,5.0286
8049,0.8049,4.9956
8050,0.805,5.0125
8051,0.8051,5.0142
8052,0.8052,5.0247
8053,0.8053,4.9813
8054,0.8054,5.0235
8055,0.8055,5.0007
8056,0.8056,4.999
8057,0.8057,4.996
8058,0.8058,4.9947
8059,0.8059,4.9955
8060,0.806,4.9663
8061,0.8061,5.008
8062,0.8062,5.0014
8063,0.8063,4.9866
8064,0.8064,4.9996
8065,0.8065,5.0343
8066,0.8066,5.0061
8067,0.8067,4.9948
8068,0.8068,5.0256
8069,0.8069,4.9889
8070,0.807,4.9983
8071,0.8071,4.9924
8072,0.8072,4.9971
8073,0.8073,5.0112
8074,0.8074,5.009
8075,0.8075,4.9898
8076,0.8076,4.9986
8077,0.8077,5.0018
8078,0.8078,4.9945
8079,0.8079,5.0
8080,0.808,4.9899
8081,0.8081,4.9897
8082,0.8082,5.0012
8083,0.8083,4.9854
8084,0.8084,5.0066
8085,0.8085,4.9977
8086,0.8086,4.987
8087,0.8087,4.9915
8088,0.8088,4.9935
8089,0.8089,4.9981
8090,0.809,5.0021
8091,0.8091,4.9974
8092,0.8092,4.9878
8093,0.8093,5.0214
8094,0.8094,5.0137
8095,0.8095,5.0021
8096,0.8096,5.0144
8097,0.8097,5.0052
8098,0.8098,4.9967
8099,0.8099,5.0017
8100,0.81,5.0393
8101,0.8101,5.0149
8102,0.8102,5.0156
8103,0.8103,4.9947
8104,0.8104,5.0092
8105,0.8105,5.0334
8106,0.8106,5.0067
8107,0.8107,5.0161
8108,0.8108,5.0188
8109,0.8109,5.0098
8110,0.811,5.0234
8111,0.8111,5.0038
8112,0.8112,5.0077
8113,0.8113,4.9913
8114,0.8114,5.0389
8115,0.8115,5.0049
8116,0.8116,5.002
8117,0.8117,5.0206
8118,0.8118,4.9933
8119,0.8119,5.0004
8120,0.812,4.9891
8121,0.8121,5.0008
8122,0.8122,4.9948
8123,0.8123,5.0083
8124,0.8124,4.9986
8125,0.8125,4.9917
8126,0.8126,4.9961
8127,0.8127,4.9987
8128,0.8128,4.993
8129,0.8129,5.014
8130,0.813,5.0102
8131,0.8131,5.0025
8132,0.8132,4.9831
8133,0.8133,5.0079
8134,0.8134,4.9819
8135,0.8135,5.0031
8136,0.8136,5.0011
8137,0.8137,4.9919
8138,0.8138,4.9884
8139,0.8139,4.9903
8140,0.814,5.0302
8141,0.8141,4.9966
8142,0.8142,4.9974
8143,0.8143,5.0143
8144,0.8144,5.0065
8145,0.8145,5.0157
8146,0.8146,4.9826
8147,0.8147,4.9846
8148,0.8148,5.0486
8149,0.8149,4.9998
8150,0.815,4.9962
8151,0.8151,5.0027
8152,0.8152,5.0148
8153,0.8153,4.9832
8154,0.8154,5.0045
8155,0.8155,5.0
8156,0.8156,5.0101
8157,0.8157,5.0029
8158,0.8158,4.9927
8159,0.8159,4.9879
8160,0.816,4.9652
8161,0.8161,5.0146
8162,0.8162,4.9791
8163,0.8163,4.9946
8164,0.8164,5.0244
8165,0.8165,4.9943
8166,0.8166,5.0092
8167,0.8167,4.9973
8168,0.8168,5.0105
8169,0.8169,5.0008
8170,0.817,4.993
8171,0.8171,5.0199
8172,0.8172,4.9966
8173,0.8173,4.9811
8174,0.8174,4.9956
8175,0.8175,5.0082
8176,0.8176,4.9843
8177,0.8177,5.0117
8178,0.8178,5.0114
8179,0.8179,5.031
8180,0.818,4.9911
8181,0.8181,5.0099
8182,0.8182,4.9763
8183,0.8183,4.9944
8184,0.8184,5.0019
8185,0.8185,5.0063
8186,0.8186,4.9996
8187,0.8187,4.9991
8188,0.8188,4.9915
8189,0.8189,4.994
8190,0.819,5.0048
8191,0.8191,5.0084
8192,0.8192,5.0096
8193,0.8193,5.0147
8194,0.8194,5.0175
8195,0.8195,4.9744
8196,0.8196,4.9929
8197,0.8197,4.9981
8198,0.8198,4.9911
8199,0.8199,5.0155
8200,0.82,5.0112
8201,0.8201,4.9988
8202,0.8202,5.0021
8203,0.8203,5.0186
8204,0.8204,4.9954
8205,0.8205,4.9959
8206,0.8206,5.0134
8207,0.8207,5.0071
8208,0.8208,5.0208
8209,0.8209,5.0057
8210,0.821,5.0112
8211,0.8211,4.9925
8212,0.8212,4.9869
8213,0.8213,5.0003
8214,0.8214,4.9622
8215,0.8215,5.0063
8216,0.8216,5.0143
8217,0.8217,5.0015
8218,0.8218,4.9972
8219,0.8219,5.016
8220,0.822,4.9998
8221,0.8221,5.0145
8222,0.8222,5.0319
8223,0.8223,5.0108
8224,0.8224,5.0139
8225,0.8225,5.0075
8226,0.8226,5.004
8227,0.8227,5.0044
8228,0.8228,5.0014
8229,0.8229,5.016
8230,0.823,4.9772
8231,0.8231,4.9966
8232,0.8232,5.0098
8233,0.8233,4.9883
8234,0.8234,4.9989
8235,0.8235,4.9904
8236,0.8236,5.0067
8237,0.8237,5.0128
8238,0.8238,5.0213
8239,0.8239,5.0076
8240,0.824,4.9901
8241,0.8241,5.004
8242,0.8242,5.0086
8243,0.8243,5.0206
8244,0.8244,4.9696
8245,0.8245,5.0057
8246,0.8246,4.9742
8247,0.8247,5.0107
8248,0.8248,5.0068
8249,0.8249,5.0076
8250,0.825,5.0131
8251,0.8251,5.0059
8252,0.8252,4.9911
8253,0.8253,5.0054
8254,0.8254,5.0176
8255,0.8255,4.9987
8256,0.8256,5.0008
8257,0.8257,4.983
8258,0.8258,5.017
8259,0.8259,4.9932
8260,0.826,4.9898
8261,0.8261,4.994
8262,0.8262,4.9881
8263,0.8263,4.9968
8264,0.8264,5.0187
8265,0.8265,5.0118
8266,0.8266,5.0208
8267,0.8267,5.0217
8268,0.8268,4.9876
8269,0.8269,5.0073
8270,0.827,5.0219
8271,0.8271,5.0333
8272,0.8272,4.9801
8273,0.8273,4.98
8274,0.8274,5.0071
8275,0.8275,4.9956
8276,0.8276,4.9862
8277,0.8277,5.0058
8278,0.8278,4.9891
8279,0.8279,4.9679
8280,0.828,5.0
8281,0.8281,5.0022
8282,0.8282,5.0095
8283,0.8283,5.0138
8284,0.8284,5.003
8285,0.8285,4.997
8286,0.8286,4.9908
8287,0.8287,4.9768
8288,0.8288,4.9941
8289,0.8289,5.0146
8290,0.829,5.0097
8291,0.8291,5.0297
8292,0.8292,4.9982
8293,0.8293,4.9748
8294,0.8294,5.0122
8295,0.8295,5.0152
8296,0.8296,4.9836
8297,0.8297,4.9772
8298,0.8298,5.0025
8299,0.8299,5.0105
8300,0.83,4.9843
8301,0.8301,4.9955
8302,0.8302,4.9892
8303,0.8303,4.9834
8304,0.8304,4.9815
8305,0.8305,5.0023
8306,0.8306,4.995
8307,0.8307,4.9907
8308,0.8308,4.9629
8309,0.8309,5.0253
8310,0.831,4.9868
8311,0.8311,4.9983
8312,0.8312,4.984
8313,0.8313,5.0057
8314,0.8314,4.9786
8315,0.8315,5.0016
8316,0.8316,4.9976
8317,0.8317,5.0134
8318,0.8318,4.9845
8319,0.8319,4.9909
8320,0.832,4.9969
8321,0.8321,5.0302
8322,0.8322,4.9791
8323,0.8323,5.0044
8324,0.8324,4.9908
8325,0.8325,5.0047
8326,0.8326,5.0096
8327,0.8327,5.0022
8328,0.8328,5.004
8329,0.8329,5.0042
8330,0.833,4.9918
8331,0.8331,4.9971
8332,0.8332,4.9764
8333,0.8333,4.9951
8334,0.8334,4.9892
8335,0.8335,4.9965
8336,0.8336,5.0107
8337,0.8337,5.0056
8338,0.8338,5.0069
8339,0.8339,5.0159
8340,0.834,4.966
8341,0.8341,5.0063
8342,0.8342,4.9998
8343,0.8343,4.9987
8344,0.8344,4.9814
8345,0.8345,5.008
8346,0.8346,5.0166
8347,0.8347,5.0148
8348,0.8348,4.9989
8349,0.8349,5.0092
8350,0.835,5.0133
8351,0.8351,5.0262
8352,0.8352,5.0177
8353,0.8353,5.0021
8354,0.8354,5.0014
8355,0.8355,5.0025
8356,0.8356,5.0033
8357,0.8357,4.993
8358,0.8358,5.0111
8359,0.8359,4.9902
8360,0.836,4.9886
8361,0.8361,5.0052
8362,0.8362,4.9919
8363,0.8363,4.9966
8364,0.8364,4.9703
8365,0.8365,5.0114
8366,0.8366,5.0
8367,0.8367,4.9982
8368,0.8368,5.0067
8369,0.8369,5.0031
8370,0.837,4.99
8371,0.8371,5.0288
8372,0.8372,4.9936
8373,0.8373,5.014
8374,0.8374,5.0262
8375,0.8375,4.9912
8376,0.8376,5.0014
8377,0.8377,4.9883
8378,0.8378,5.0151
8379,0.8379,4.9953
8380,0.838,4.9843
8381,0.8381,5.0189
8382,0.8382,5.0132
8383,0.8383,4.9873
8384,0.8384,5.017
8385,0.8385,5.0028
8386,0.8386,5.0389
8387,0.8387,5.0246
8388,0.8388,4.9921
8389,0.8389,4.9962
8390,0.839,4.9875
8391,0.8391,5.0019
8392,0.8392,5.0007
8393,0.8393,5.0106
8394,0.8394,5.0013
8395,0.8395,4.979
8396,0.8396,4.9884
8397,0.8397,5.0203
8398,0.8398,5.0166
8399,0.8399,4.9977
8400,0.84,4.9981
8401,0.8401,4.9976
8402,0.8402,5.0003
8403,0.8403,4.976
8404,0.8404,5.0128
8405,0.8405,4.9906
8406,0.8406,5.0021
8407,0.8407,4.9638
8408,0.8408,5.0034
8409,0.8409,5.0192
8410,0.841,4.968
8411,0.8411,5.0218
8412,0.8412,5.0068
8413,0.8413,4.9895
8414,0.8414,4.9773
8415,0.8415,5.0167
8416,0.8416,5.0037
8417,0.8417,5.0085
8418,0.8418,4.9961
8419,0.8419,4.9886
8420,0.842,5.0125
8421,0.8421,4.9863
8422,0.8422,5.0129
8423,0.8423,4.9761
8424,0.8424,4.9867
8425,0.8425,4.9792
8426,0.8426,5.0188
8427,0.8427,4.9749
8428,0.8428,4.9837
8429,0.8429,5.0095
8430,0.843,5.0033
8431,0.8431,5.0314
8432,0.8432,5.0264
8433,0.8433,5.0088
8434,0.8434,5.0099
8435,0.8435,4.9738
8436,0.8436,4.9874
8437,0.8437,4.9953
8438,0.8438,4.9975
8439,0.8439,4.9803
8440,0.844,4.9866
8441,0.8441,4.9878
8442,0.8442,5.0152
8443,0.8443,5.0061
8444,0.8444,4.9952
8445,0.8445,4.996
8446,0.8446,5.0042
8447,0.8447,4.99
8448,0.8448,4.9962
8449,0.8449,4.9753
8450,0.845,5.0096
8451,0.8451,5.0138
8452,0.8452,5.0052
8453,0.8453,5.0068
8454,0.8454,5.0052
8455,0.8455,5.0293
8456,0.8456,5.0029
8457,0.8457,4.981
8458,0.8458,4.9849
8459,0.8459,5.0102
8460,0.846,5.0153
8461,0.8461,5.0111
8462,0.8462,5.012
8463,0.8463,5.0027
8464,0.8464,4.9786
8465,0.8465,4.9898
8466,0.8466,4.974
8467,0.8467,4.9944
8468,0.8468,4.9804
8469,0.8469,5.0014
8470,0.847,4.9975
8471,0.8471,4.972
8472,0.8472,5.0105
8473,0.8473,5.0109
8474,0.8474,4.98
8475,0.8475,5.002
8476,0.8476,5.0103
8477,0.8477,4.9958
8478,0.8478,5.0122
8479,0.8479,5.0026
8480,0.848,5.0154
8481,0.8481,5.0026
8482,0.8482,4.9975
8483,0.8483,5.0073
8484,0.8484,5.0112
8485,0.8485,5.0035
8486,0.8486,4.9934
8487,0.8487,4.9885
8488,0.8488,4.9945
8489,0.8489,4.9916
8490,0.849,5.0028
8491,0.8491,5.0023
8492,0.8492,4.9986
8493,0.8493,4.9998
8494,0.8494,5.0023
8495,0.8495,5.0224
8496,0.8496,5.0172
8497,0.8497,4.9915
8498,0.8498,5.0059
8499,0.8499,4.9951
8500,0.85,4.9984
8501,0.8501,4.9963
8502,0.8502,4.9908
8503,0.8503,4.9801
8504,0.8504,4.9642
8505,0.8505,5.0027
8506,0.8506,5.0169
8507,0.8507,4.9867
8508,0.8508,5.0071
8509,0.8509,4.9942
8510,0.851,5.0038
8511,0.8511,4.9881
8512,0.8512,4.9964
8513,0.8513,4.9981
8514,0.8514,4.9654
8515,0.8515,5.0029
8516,0.8516,4.9977
8517,0.8517,4.9638
8518,0.8518,5.0091
8519,0.8519,4.9992
8520,0.852,5.0027
8521,0.8521,5.0049
8522,0.8522,4.9937
8523,0.8523,4.9841
8524,0.8524,4.9932
8525,0.8525,4.9935
8526,0.8526,5.0318
8527,0.8527,5.0264
8528,0.8528,4.9926
8529,0.8529,4.9937
8530,0.853,5.0043
8531,0.8531,5.0078
8532,0.8532,4.9896
8533,0.8533,4.9851
8534,0.8534,5.0277
8535,0.8535,5.015
8536,0.8536,4.9771
8537,0.8537,4.974
8538,0.8538,4.9876
8539,0.8539,5.0028
8540,0.854,5.0076
8541,0.8541,4.9947
8542,0.8542,4.9761
8543,0.8543,5.0028
8544,0.8544,5.0083
8545,0.8545,4.9996
8546,0.8546,4.9924
8547,0.8547,5.0079
8548,0.8548,4.9988
8549,0.8549,4.9833
8550,0.855,5.0009
8551,0.8551,4.9807
8552,0.8552,5.0136
8553,0.8553,5.0064
8554,0.8554,4.985
8555,0.8555,5.0026
8556,0.8556,5.0178
8557,0.8557,4.9683
8558,0.8558,4.9975
8559,0.8559,5.0236
8560,0.856,4.9769
8561,0.8561,4.9971
8562,0.8562,4.9788
8563,0.8563,4.9986
8564,0.8564,4.9645
8565,0.8565,4.9758
8566,0.8566,4.9917
8567,0.8567,5.0016
8568,0.8568,5.0051
8569,0.8569,5.0058
8570,0.857,5.0164
8571,0.8571,5.0098
8572,0.8572,5.0104
8573,0.8573,4.9852
8574,0.8574,4.9973
8575,0.8575,5.0462
8576,0.8576,5.0328
8577,0.8577,5.0117
8578,0.8578,5.0104
8579,0.8579,5.0141
8580,0.858,4.9936
8581,0.8581,5.0283
8582,0.8582,4.994
8583,0.8583,4.9983
8584,0.8584,5.0315
8585,0.8585,4.969
8586,0.8586,5.0049
8587,0.8587,4.9742
8588,0.8588,4.9899
8589,0.8589,4.9982
8590,0.859,4.9944
8591,0.8591,5.0021
8592,0.8592,4.9882
8593,0.8593,4.998
8594,0.8594,4.9821
8595,0.8595,4.9938
8596,0.8596,4.9791
8597,0.8597,5.0092
8598,0.8598,4.9804
8599,0.8599,5.0098
8600,0.86,4.9934
8601,0.8601,4.9951
8602,0.8602,5.017
8603,0.8603,5.0012
8604,0.8604,4.9715
8605,0.8605,5.0069
8606,0.8606,4.9567
8607,0.8607,5.0035
8608,0.8608,4.9936
8609,0.8609,4.9788
8610,0.861,5.0007
8611,0.8611,4.995
8612,0.8612,5.0293
8613,0.8613,4.9931
8614,0.8614,5.0283
8615,0.8615,5.0201
8616,0.8616,4.9905
8617,0.8617,4.9874
8618,0.8618,5.0191
8619,0.8619,4.9975
8620,0.862,5.0019
